,Platform,Year,Total,Editor_choice_Yes,Editor_choice_No
836,NeoGeo,1970,0,0,0
837,NeoGeo,1996,0,0,0
838,NeoGeo,1997,0,0,0
839,NeoGeo,1998,0,0,0
840,NeoGeo,1999,0,0,0
841,NeoGeo,2000,0,0,0
842,NeoGeo,2001,0,0,0
843,NeoGeo,2002,0,0,0
844,NeoGeo,2003,0,0,0
845,NeoGeo,2004,0,0,0
846,NeoGeo,2005,0,0,0
847,NeoGeo,2006,0,0,0
848,NeoGeo,2007,4,0,4
849,NeoGeo,2008,5,1,4
850,NeoGeo,2009,1,0,1
851,NeoGeo,2010,0,0,0
852,NeoGeo,2011,0,0,0
853,NeoGeo,2012,0,0,0
854,NeoGeo,2013,0,0,0
855,NeoGeo,2014,0,0,0
856,NeoGeo,2015,0,0,0
857,NeoGeo,2016,0,0,0
858,Linux,1970,0,0,0
859,Linux,1996,0,0,0
860,Linux,1997,0,0,0
861,Linux,1998,0,0,0
862,Linux,1999,0,0,0
863,Linux,2000,0,0,0
864,Linux,2001,0,0,0
865,Linux,2002,0,0,0
866,Linux,2003,0,0,0
867,Linux,2004,0,0,0
868,Linux,2005,0,0,0
869,Linux,2006,0,0,0
870,Linux,2007,0,0,0
871,Linux,2008,0,0,0
872,Linux,2009,0,0,0
873,Linux,2010,0,0,0
874,Linux,2011,0,0,0
875,Linux,2012,1,0,1
876,Linux,2013,7,3,4
877,Linux,2014,1,0,1
878,Linux,2015,1,0,1
879,Linux,2016,0,0,0
880,Nintendo 64DD,1970,0,0,0
881,Nintendo 64DD,1996,0,0,0
882,Nintendo 64DD,1997,0,0,0
883,Nintendo 64DD,1998,0,0,0
884,Nintendo 64DD,1999,0,0,0
885,Nintendo 64DD,2000,7,1,6
886,Nintendo 64DD,2001,0,0,0
887,Nintendo 64DD,2002,0,0,0
888,Nintendo 64DD,2003,0,0,0
889,Nintendo 64DD,2004,0,0,0
890,Nintendo 64DD,2005,0,0,0
891,Nintendo 64DD,2006,0,0,0
892,Nintendo 64DD,2007,0,0,0
893,Nintendo 64DD,2008,0,0,0
894,Nintendo 64DD,2009,0,0,0
895,Nintendo 64DD,2010,0,0,0
896,Nintendo 64DD,2011,0,0,0
897,Nintendo 64DD,2012,0,0,0
898,Nintendo 64DD,2013,0,0,0
899,Nintendo 64DD,2014,0,0,0
900,Nintendo 64DD,2015,0,0,0
901,Nintendo 64DD,2016,0,0,0
902,Commodore 64/128,1970,0,0,0
903,Commodore 64/128,1996,0,0,0
904,Commodore 64/128,1997,0,0,0
905,Commodore 64/128,1998,0,0,0
906,Commodore 64/128,1999,0,0,0
907,Commodore 64/128,2000,0,0,0
908,Commodore 64/128,2001,0,0,0
909,Commodore 64/128,2002,0,0,0
910,Commodore 64/128,2003,0,0,0
911,Commodore 64/128,2004,0,0,0
912,Commodore 64/128,2005,0,0,0
913,Commodore 64/128,2006,0,0,0
914,Commodore 64/128,2007,0,0,0
915,Commodore 64/128,2008,1,0,1
916,Commodore 64/128,2009,5,0,5
917,Commodore 64/128,2010,0,0,0
918,Commodore 64/128,2011,0,0,0
919,Commodore 64/128,2012,0,0,0
920,Commodore 64/128,2013,0,0,0
921,Commodore 64/128,2014,0,0,0
922,Commodore 64/128,2015,0,0,0
923,Commodore 64/128,2016,0,0,0
924,Saturn,1970,0,0,0
925,Saturn,1996,2,0,2
926,Saturn,1997,0,0,0
927,Saturn,1998,0,0,0
928,Saturn,1999,0,0,0
929,Saturn,2000,0,0,0
930,Saturn,2001,0,0,0
931,Saturn,2002,0,0,0
932,Saturn,2003,0,0,0
933,Saturn,2004,0,0,0
934,Saturn,2005,0,0,0
935,Saturn,2006,0,0,0
936,Saturn,2007,0,0,0
937,Saturn,2008,4,2,2
938,Saturn,2009,0,0,0
939,Saturn,2010,0,0,0
940,Saturn,2011,0,0,0
941,Saturn,2012,0,0,0
942,Saturn,2013,0,0,0
943,Saturn,2014,0,0,0
944,Saturn,2015,0,0,0
945,Saturn,2016,0,0,0
946,Atari 2600,1970,0,0,0
947,Atari 2600,1996,0,0,0
948,Atari 2600,1997,0,0,0
949,Atari 2600,1998,0,0,0
950,Atari 2600,1999,0,0,0
951,Atari 2600,2000,0,0,0
952,Atari 2600,2001,0,0,0
953,Atari 2600,2002,0,0,0
954,Atari 2600,2003,0,0,0
955,Atari 2600,2004,0,0,0
956,Atari 2600,2005,0,0,0
957,Atari 2600,2006,0,0,0
958,Atari 2600,2007,0,0,0
959,Atari 2600,2008,5,0,5
960,Atari 2600,2009,0,0,0
961,Atari 2600,2010,0,0,0
962,Atari 2600,2011,0,0,0
963,Atari 2600,2012,0,0,0
964,Atari 2600,2013,0,0,0
965,Atari 2600,2014,0,0,0
966,Atari 2600,2015,0,0,0
967,Atari 2600,2016,0,0,0
968,WonderSwan,1970,0,0,0
969,WonderSwan,1996,0,0,0
970,WonderSwan,1997,0,0,0
971,WonderSwan,1998,0,0,0
972,WonderSwan,1999,0,0,0
973,WonderSwan,2000,4,0,4
974,WonderSwan,2001,0,0,0
975,WonderSwan,2002,0,0,0
976,WonderSwan,2003,0,0,0
977,WonderSwan,2004,0,0,0
978,WonderSwan,2005,0,0,0
979,WonderSwan,2006,0,0,0
980,WonderSwan,2007,0,0,0
981,WonderSwan,2008,0,0,0
982,WonderSwan,2009,0,0,0
983,WonderSwan,2010,0,0,0
984,WonderSwan,2011,0,0,0
985,WonderSwan,2012,0,0,0
986,WonderSwan,2013,0,0,0
987,WonderSwan,2014,0,0,0
988,WonderSwan,2015,0,0,0
989,WonderSwan,2016,0,0,0
990,TurboGrafx-CD,1970,0,0,0
991,TurboGrafx-CD,1996,0,0,0
992,TurboGrafx-CD,1997,0,0,0
993,TurboGrafx-CD,1998,0,0,0
994,TurboGrafx-CD,1999,0,0,0
995,TurboGrafx-CD,2000,0,0,0
996,TurboGrafx-CD,2001,0,0,0
997,TurboGrafx-CD,2002,0,0,0
998,TurboGrafx-CD,2003,0,0,0
999,TurboGrafx-CD,2004,0,0,0
1000,TurboGrafx-CD,2005,0,0,0
1001,TurboGrafx-CD,2006,0,0,0
1002,TurboGrafx-CD,2007,0,0,0
1003,TurboGrafx-CD,2008,3,1,2
1004,TurboGrafx-CD,2009,0,0,0
1005,TurboGrafx-CD,2010,0,0,0
1006,TurboGrafx-CD,2011,0,0,0
1007,TurboGrafx-CD,2012,0,0,0
1008,TurboGrafx-CD,2013,0,0,0
1009,TurboGrafx-CD,2014,0,0,0
1010,TurboGrafx-CD,2015,0,0,0
1011,TurboGrafx-CD,2016,0,0,0
1012,Game.Com,1970,0,0,0
1013,Game.Com,1996,0,0,0
1014,Game.Com,1997,0,0,0
1015,Game.Com,1998,0,0,0
1016,Game.Com,1999,3,0,3
1017,Game.Com,2000,0,0,0
1018,Game.Com,2001,0,0,0
1019,Game.Com,2002,0,0,0
1020,Game.Com,2003,0,0,0
1021,Game.Com,2004,0,0,0
1022,Game.Com,2005,0,0,0
1023,Game.Com,2006,0,0,0
1024,Game.Com,2007,0,0,0
1025,Game.Com,2008,0,0,0
1026,Game.Com,2009,0,0,0
1027,Game.Com,2010,0,0,0
1028,Game.Com,2011,0,0,0
1029,Game.Com,2012,0,0,0
1030,Game.Com,2013,0,0,0
1031,Game.Com,2014,0,0,0
1032,Game.Com,2015,0,0,0
1033,Game.Com,2016,0,0,0
1034,New Nintendo 3DS,1970,0,0,0
1035,New Nintendo 3DS,1996,0,0,0
1036,New Nintendo 3DS,1997,0,0,0
1037,New Nintendo 3DS,1998,0,0,0
1038,New Nintendo 3DS,1999,0,0,0
1039,New Nintendo 3DS,2000,0,0,0
1040,New Nintendo 3DS,2001,0,0,0
1041,New Nintendo 3DS,2002,0,0,0
1042,New Nintendo 3DS,2003,0,0,0
1043,New Nintendo 3DS,2004,0,0,0
1044,New Nintendo 3DS,2005,0,0,0
1045,New Nintendo 3DS,2006,0,0,0
1046,New Nintendo 3DS,2007,0,0,0
1047,New Nintendo 3DS,2008,0,0,0
1048,New Nintendo 3DS,2009,0,0,0
1049,New Nintendo 3DS,2010,0,0,0
1050,New Nintendo 3DS,2011,0,0,0
1051,New Nintendo 3DS,2012,0,0,0
1052,New Nintendo 3DS,2013,0,0,0
1053,New Nintendo 3DS,2014,0,0,0
1054,New Nintendo 3DS,2015,1,0,1
1055,New Nintendo 3DS,2016,1,0,1
1056,Atari 5200,1970,0,0,0
1057,Atari 5200,1996,0,0,0
1058,Atari 5200,1997,0,0,0
1059,Atari 5200,1998,0,0,0
1060,Atari 5200,1999,0,0,0
1061,Atari 5200,2000,0,0,0
1062,Atari 5200,2001,0,0,0
1063,Atari 5200,2002,0,0,0
1064,Atari 5200,2003,0,0,0
1065,Atari 5200,2004,0,0,0
1066,Atari 5200,2005,0,0,0
1067,Atari 5200,2006,0,0,0
1068,Atari 5200,2007,0,0,0
1069,Atari 5200,2008,2,0,2
1070,Atari 5200,2009,0,0,0
1071,Atari 5200,2010,0,0,0
1072,Atari 5200,2011,0,0,0
1073,Atari 5200,2012,0,0,0
1074,Atari 5200,2013,0,0,0
1075,Atari 5200,2014,0,0,0
1076,Atari 5200,2015,0,0,0
1077,Atari 5200,2016,0,0,0
1078,Vectrex,1970,0,0,0
1079,Vectrex,1996,0,0,0
1080,Vectrex,1997,0,0,0
1081,Vectrex,1998,0,0,0
1082,Vectrex,1999,0,0,0
1083,Vectrex,2000,0,0,0
1084,Vectrex,2001,0,0,0
1085,Vectrex,2002,0,0,0
1086,Vectrex,2003,0,0,0
1087,Vectrex,2004,0,0,0
1088,Vectrex,2005,0,0,0
1089,Vectrex,2006,0,0,0
1090,Vectrex,2007,0,0,0
1091,Vectrex,2008,2,0,2
1092,Vectrex,2009,0,0,0
1093,Vectrex,2010,0,0,0
1094,Vectrex,2011,0,0,0
1095,Vectrex,2012,0,0,0
1096,Vectrex,2013,0,0,0
1097,Vectrex,2014,0,0,0
1098,Vectrex,2015,0,0,0
1099,Vectrex,2016,0,0,0
1100,WonderSwan Color,1970,0,0,0
1101,WonderSwan Color,1996,0,0,0
1102,WonderSwan Color,1997,0,0,0
1103,WonderSwan Color,1998,0,0,0
1104,WonderSwan Color,1999,0,0,0
1105,WonderSwan Color,2000,0,0,0
1106,WonderSwan Color,2001,1,1,0
1107,WonderSwan Color,2002,0,0,0
1108,WonderSwan Color,2003,0,0,0
1109,WonderSwan Color,2004,0,0,0
1110,WonderSwan Color,2005,0,0,0
1111,WonderSwan Color,2006,0,0,0
1112,WonderSwan Color,2007,0,0,0
1113,WonderSwan Color,2008,0,0,0
1114,WonderSwan Color,2009,0,0,0
1115,WonderSwan Color,2010,0,0,0
1116,WonderSwan Color,2011,0,0,0
1117,WonderSwan Color,2012,0,0,0
1118,WonderSwan Color,2013,0,0,0
1119,WonderSwan Color,2014,0,0,0
1120,WonderSwan Color,2015,0,0,0
1121,WonderSwan Color,2016,0,0,0
1122,Web Games,1970,0,0,0
1123,Web Games,1996,0,0,0
1124,Web Games,1997,0,0,0
1125,Web Games,1998,0,0,0
1126,Web Games,1999,0,0,0
1127,Web Games,2000,0,0,0
1128,Web Games,2001,0,0,0
1129,Web Games,2002,0,0,0
1130,Web Games,2003,0,0,0
1131,Web Games,2004,0,0,0
1132,Web Games,2005,0,0,0
1133,Web Games,2006,0,0,0
1134,Web Games,2007,0,0,0
1135,Web Games,2008,0,0,0
1136,Web Games,2009,0,0,0
1137,Web Games,2010,0,0,0
1138,Web Games,2011,0,0,0
1139,Web Games,2012,1,0,1
1140,Web Games,2013,0,0,0
1141,Web Games,2014,0,0,0
1142,Web Games,2015,0,0,0
1143,Web Games,2016,0,0,0
1144,Dreamcast VMU,1970,0,0,0
1145,Dreamcast VMU,1996,0,0,0
1146,Dreamcast VMU,1997,0,0,0
1147,Dreamcast VMU,1998,0,0,0
1148,Dreamcast VMU,1999,1,0,1
1149,Dreamcast VMU,2000,0,0,0
1150,Dreamcast VMU,2001,0,0,0
1151,Dreamcast VMU,2002,0,0,0
1152,Dreamcast VMU,2003,0,0,0
1153,Dreamcast VMU,2004,0,0,0
1154,Dreamcast VMU,2005,0,0,0
1155,Dreamcast VMU,2006,0,0,0
1156,Dreamcast VMU,2007,0,0,0
1157,Dreamcast VMU,2008,0,0,0
1158,Dreamcast VMU,2009,0,0,0
1159,Dreamcast VMU,2010,0,0,0
1160,Dreamcast VMU,2011,0,0,0
1161,Dreamcast VMU,2012,0,0,0
1162,Dreamcast VMU,2013,0,0,0
1163,Dreamcast VMU,2014,0,0,0
1164,Dreamcast VMU,2015,0,0,0
1165,Dreamcast VMU,2016,0,0,0
1166,Ouya,1970,0,0,0
1167,Ouya,1996,0,0,0
1168,Ouya,1997,0,0,0
1169,Ouya,1998,0,0,0
1170,Ouya,1999,0,0,0
1171,Ouya,2000,0,0,0
1172,Ouya,2001,0,0,0
1173,Ouya,2002,0,0,0
1174,Ouya,2003,0,0,0
1175,Ouya,2004,0,0,0
1176,Ouya,2005,0,0,0
1177,Ouya,2006,0,0,0
1178,Ouya,2007,0,0,0
1179,Ouya,2008,0,0,0
1180,Ouya,2009,0,0,0
1181,Ouya,2010,0,0,0
1182,Ouya,2011,0,0,0
1183,Ouya,2012,0,0,0
1184,Ouya,2013,1,0,1
1185,Ouya,2014,0,0,0
1186,Ouya,2015,0,0,0
1187,Ouya,2016,0,0,0
1188,DVD / HD Video Game,1970,0,0,0
1189,DVD / HD Video Game,1996,0,0,0
1190,DVD / HD Video Game,1997,0,0,0
1191,DVD / HD Video Game,1998,0,0,0
1192,DVD / HD Video Game,1999,0,0,0
1193,DVD / HD Video Game,2000,0,0,0
1194,DVD / HD Video Game,2001,0,0,0
1195,DVD / HD Video Game,2002,1,0,1
1196,DVD / HD Video Game,2003,0,0,0
1197,DVD / HD Video Game,2004,0,0,0
1198,DVD / HD Video Game,2005,0,0,0
1199,DVD / HD Video Game,2006,0,0,0
1200,DVD / HD Video Game,2007,0,0,0
1201,DVD / HD Video Game,2008,0,0,0
1202,DVD / HD Video Game,2009,0,0,0
1203,DVD / HD Video Game,2010,0,0,0
1204,DVD / HD Video Game,2011,0,0,0
1205,DVD / HD Video Game,2012,0,0,0
1206,DVD / HD Video Game,2013,0,0,0
1207,DVD / HD Video Game,2014,0,0,0
1208,DVD / HD Video Game,2015,0,0,0
1209,DVD / HD Video Game,2016,0,0,0
1210,SteamOS,1970,0,0,0
1211,SteamOS,1996,0,0,0
1212,SteamOS,1997,0,0,0
1213,SteamOS,1998,0,0,0
1214,SteamOS,1999,0,0,0
1215,SteamOS,2000,0,0,0
1216,SteamOS,2001,0,0,0
1217,SteamOS,2002,0,0,0
1218,SteamOS,2003,0,0,0
1219,SteamOS,2004,0,0,0
1220,SteamOS,2005,0,0,0
1221,SteamOS,2006,0,0,0
1222,SteamOS,2007,0,0,0
1223,SteamOS,2008,0,0,0
1224,SteamOS,2009,0,0,0
1225,SteamOS,2010,0,0,0
1226,SteamOS,2011,0,0,0
1227,SteamOS,2012,0,0,0
1228,SteamOS,2013,0,0,0
1229,SteamOS,2014,0,0,0
1230,SteamOS,2015,1,1,0
1231,SteamOS,2016,0,0,0
1232,Pocket PC,1970,0,0,0
1233,Pocket PC,1996,0,0,0
1234,Pocket PC,1997,0,0,0
1235,Pocket PC,1998,0,0,0
1236,Pocket PC,1999,0,0,0
1237,Pocket PC,2000,0,0,0
1238,Pocket PC,2001,0,0,0
1239,Pocket PC,2002,0,0,0
1240,Pocket PC,2003,1,1,0
1241,Pocket PC,2004,0,0,0
1242,Pocket PC,2005,0,0,0
1243,Pocket PC,2006,0,0,0
1244,Pocket PC,2007,0,0,0
1245,Pocket PC,2008,0,0,0
1246,Pocket PC,2009,0,0,0
1247,Pocket PC,2010,0,0,0
1248,Pocket PC,2011,0,0,0
1249,Pocket PC,2012,0,0,0
1250,Pocket PC,2013,0,0,0
1251,Pocket PC,2014,0,0,0
1252,Pocket PC,2015,0,0,0
1253,Pocket PC,2016,0,0,0
1254,Windows Surface,1970,0,0,0
1255,Windows Surface,1996,0,0,0
1256,Windows Surface,1997,0,0,0
1257,Windows Surface,1998,0,0,0
1258,Windows Surface,1999,0,0,0
1259,Windows Surface,2000,0,0,0
1260,Windows Surface,2001,0,0,0
1261,Windows Surface,2002,0,0,0
1262,Windows Surface,2003,0,0,0
1263,Windows Surface,2004,0,0,0
1264,Windows Surface,2005,0,0,0
1265,Windows Surface,2006,0,0,0
1266,Windows Surface,2007,0,0,0
1267,Windows Surface,2008,0,0,0
1268,Windows Surface,2009,0,0,0
1269,Windows Surface,2010,0,0,0
1270,Windows Surface,2011,0,0,0
1271,Windows Surface,2012,0,0,0
1272,Windows Surface,2013,1,0,1
1273,Windows Surface,2014,0,0,0
1274,Windows Surface,2015,0,0,0
1275,Windows Surface,2016,0,0,0
1276,Sega CD,1970,0,0,0
1277,Sega CD,1996,0,0,0
1278,Sega CD,1997,0,0,0
1279,Sega CD,1998,0,0,0
1280,Sega CD,1999,0,0,0
1281,Sega CD,2000,0,0,0
1282,Sega CD,2001,0,0,0
1283,Sega CD,2002,0,0,0
1284,Sega CD,2003,0,0,0
1285,Sega CD,2004,0,0,0
1286,Sega CD,2005,0,0,0
1287,Sega CD,2006,0,0,0
1288,Sega CD,2007,0,0,0
1289,Sega CD,2008,1,0,1
1290,Sega CD,2009,0,0,0
1291,Sega CD,2010,0,0,0
1292,Sega CD,2011,0,0,0
1293,Sega CD,2012,0,0,0
1294,Sega CD,2013,0,0,0
1295,Sega CD,2014,0,0,0
1296,Sega CD,2015,0,0,0
1297,Sega CD,2016,0,0,0
